,genus,species,motility,gram stain,range,optimum
3128,Weeksella,Weeksella virosa,,,,
3129,Weeksella,Weeksella sp.,,,,
3130,Weeksella,Weeksella virosa,,,,
3131,Weeksella,Weeksella virosa,,,,
3132,Weeksella,Weeksella virosa,,,,
3133,Weeksella,Weeksella virosa,,,,
3134,Weeksella,Weeksella virosa,,,,
3135,Weeksella,Weeksella massiliensis,,,,
3136,Weeksella,Weeksella virosa,,,,
3137,Weeksella,Weeksella virosa,,,,
3138,Weeksella,Weeksella virosa,,,,
3139,Weeksella,Weeksella virosa,,,37,
3140,Haliscomenobacter,Haliscomenobacter hydrossis,,,,
3141,Aureispira,Aureispira marina,,,,
3142,Aureispira,Aureispira marina,,,,
3143,Aureispira,Aureispira marina,,,,
3144,Aureispira,Aureispira maritima,yes,negative,30,30
3145,Saprospira,Saprospira grandis,,,,
3146,Saprospira,Saprospira grandis,,,,
3147,Anseongella,Anseongella ginsenosidimutans,,"['negative', 'negative']",30,30
3148,Mucilaginibacter,Mucilaginibacter pallidiroseus,,,,
3149,Mucilaginibacter,Mucilaginibacter conchicola,,,,
3150,Mucilaginibacter,Mucilaginibacter achroorhodeus,,,,
3151,Mucilaginibacter,Mucilaginibacter rivuli,,,,
3152,Mucilaginibacter,Mucilaginibacter robiniae,,,,
3153,Mucilaginibacter,Mucilaginibacter flavus,,,,
3154,Mucilaginibacter,Mucilaginibacter xinganensis,,,,
3155,Mucilaginibacter,Mucilaginibacter limnophilus,,,,
3156,Mucilaginibacter,Mucilaginibacter ginsenosidivorax,,,,
3157,Mucilaginibacter,Mucilaginibacter composti,,,,
3158,Mucilaginibacter,Mucilaginibacter aquaedulcis,,,,
3159,Mucilaginibacter,Mucilaginibacter celer,,,,
3160,Mucilaginibacter,Mucilaginibacter mali,,,,
3161,Mucilaginibacter,Mucilaginibacter pankratovii,,,,
3162,Mucilaginibacter,Mucilaginibacter ginkgonis,,,,
3163,Mucilaginibacter,Mucilaginibacter glaciei,,,,
3164,Mucilaginibacter,Mucilaginibacter arboris,,,,
3165,Mucilaginibacter,Mucilaginibacter aquatilis,,,,
3166,Mucilaginibacter,Mucilaginibacter gilvus,no,negative,4-30,25
3167,Mucilaginibacter,Mucilaginibacter terrenus,no,negative,16-30,28
3168,Mucilaginibacter,Mucilaginibacter corticis,no,negative,10-35,28-30
3169,Mucilaginibacter,Mucilaginibacter hurinus,,negative,4-28,28
3170,Mucilaginibacter,Mucilaginibacter segetis,,,,
3171,Mucilaginibacter,Mucilaginibacter inviolabilis,,,,
3172,Mucilaginibacter,Mucilaginibacter humi,,,,
3173,Mucilaginibacter,Mucilaginibacter agri,,,,
3174,Mucilaginibacter,Mucilaginibacter terrigena,,,,
3175,Mucilaginibacter,Mucilaginibacter myungsuensis,,,,
3176,Mucilaginibacter,Mucilaginibacter boryungensis,,,,
3177,Mucilaginibacter,Mucilaginibacter ginsengisoli,,,,
3178,Mucilaginibacter,Mucilaginibacter vulcanisilvae,,,,
3179,Mucilaginibacter,Mucilaginibacter koreensis,,,,
3180,Mucilaginibacter,Mucilaginibacter defluvii,,,,
3181,Mucilaginibacter,Mucilaginibacter sp.,,,,
3182,Mucilaginibacter,Mucilaginibacter sp.,,,,
3183,Mucilaginibacter,Mucilaginibacter sp.,,,,
3184,Mucilaginibacter,Mucilaginibacter sp.,,,,
3185,Mucilaginibacter,Mucilaginibacter ginsenosidivorans,,,,
3186,Mucilaginibacter,Mucilaginibacter sp.,,,,
3187,Mucilaginibacter,Mucilaginibacter sp.,,,,
3188,Mucilaginibacter,Mucilaginibacter amnicola,"['no', 'no']","['negative', 'negative']",25,15-20
3189,Mucilaginibacter,Mucilaginibacter panaciglaebae,no,negative,30,30
3190,Mucilaginibacter,Mucilaginibacter hankyongensis,,,,
3191,Mucilaginibacter,Mucilaginibacter calamicampi,,,,
3192,Mucilaginibacter,Mucilaginibacter dorajii,['yes'],['negative'],25,20-25
3193,Mucilaginibacter,Mucilaginibacter roseus,"['no', 'no']","['negative', 'negative']",25,30-37
3194,Mucilaginibacter,Mucilaginibacter carri,,negative,10-40,20
3195,Mucilaginibacter,Mucilaginibacter terrae,no,negative,5-25,
3196,Mucilaginibacter,Mucilaginibacter craterilacus,no,negative,25,25
3197,Mucilaginibacter,Mucilaginibacter rubeus,no,negative,28-30,
3198,Mucilaginibacter,Mucilaginibacter galii,no,negative,25,15-28
3199,Mucilaginibacter,Mucilaginibacter pocheonensis,"['no', 'no']","['negative', 'negative']",30-37,37
3200,Mucilaginibacter,Mucilaginibacter phyllosphaerae,,,,
3201,Mucilaginibacter,Mucilaginibacter soyangensis,,,,
3202,Mucilaginibacter,Mucilaginibacter pineti,,,30,26
3203,Mucilaginibacter,Mucilaginibacter kameinonensis,no,negative,05-30,25
3204,Mucilaginibacter,Mucilaginibacter gynuensis,no,negative,30,30
3205,Mucilaginibacter,Mucilaginibacter sabulilitoris,no,negative,30,25
3206,Mucilaginibacter,Mucilaginibacter jinjuensis,no,negative,04-35,30
3207,Mucilaginibacter,Mucilaginibacter herbaticus,no,negative,20-40,25
3208,Mucilaginibacter,Mucilaginibacter litoreus,['no'],"['negative', 'negative']",25,25
3209,Mucilaginibacter,Mucilaginibacter soli,no,negative,04-32,26.5
3210,Mucilaginibacter,Mucilaginibacter lutimaris,"['no', 'no']","['negative', 'negative']",25,25
3211,Mucilaginibacter,Mucilaginibacter polysacchareus,no,negative,4-28,25
3212,Mucilaginibacter,Mucilaginibacter angelicae,no,negative,04-35,25-30
3213,Mucilaginibacter,Mucilaginibacter frigoritolerans,no,negative,0-33,25
3214,Mucilaginibacter,Mucilaginibacter mallensis,no,negative,03-33,25
3215,Mucilaginibacter,Mucilaginibacter lappiensis,no,negative,0-31,25
3216,Mucilaginibacter,Mucilaginibacter gossypiicola,"['no', 'no']","['negative', 'negative']",28,28
3217,Mucilaginibacter,Mucilaginibacter gossypii,"['no', 'no']","['negative', 'negative']",28,28
3218,Mucilaginibacter,Mucilaginibacter rigui,"['no', 'no']","['negative', 'negative']",25,25
3219,Mucilaginibacter,Mucilaginibacter ximonensis,"['no', 'no']","['negative', 'negative']",28,28
3220,Mucilaginibacter,Mucilaginibacter daejeonensis,"['no', 'no']","['negative', 'negative']",30,30
3221,Mucilaginibacter,Mucilaginibacter psychrotolerans,no,negative,30,20
3222,Mucilaginibacter,Mucilaginibacter antarcticus,"['no', 'no']","['negative', 'negative']",15-25,15
3223,Mucilaginibacter,Mucilaginibacter fluminis,"['no', 'no']","['negative', 'negative']",25,30
3224,Mucilaginibacter,Mucilaginibacter puniceus,no,negative,25,25
3225,Mucilaginibacter,Mucilaginibacter phyllosphaerae,no,negative,25,15.0-30.0
3226,Mucilaginibacter,Mucilaginibacter pedocola,no,negative,4.0-28.0,25
3227,Mucilaginibacter,Mucilaginibacter sp.,,,,
3228,Mucilaginibacter,Mucilaginibacter yixingensis,no,negative,28,37
3229,Mucilaginibacter,Mucilaginibacter gotjawali,,,30,
3230,Mucilaginibacter,Mucilaginibacter auburnensis,,,30,
3231,Mucilaginibacter,Mucilaginibacter polytrichastri,,,,
3232,Mucilaginibacter,Mucilaginibacter oryzae,no,negative,15-35,27.5
3233,Mucilaginibacter,Mucilaginibacter paludis,"['no', 'no']","['negative', 'negative']",02-33,20-25
3234,Mucilaginibacter,Mucilaginibacter gracilis,no,negative,02-33,17.5
3235,Olivibacter,Olivibacter oleidegradans,,,,
3236,Olivibacter,Olivibacter sp.,,,,
3237,Olivibacter,Olivibacter ginsenosidimutans,,negative,30,30
3238,Olivibacter,Olivibacter ginsengisoli,['no'],"['negative', 'negative']",30,30
3239,Olivibacter,Olivibacter soli,['no'],"['negative', 'negative']",30,30
3240,Olivibacter,Olivibacter terrae,['no'],"['negative', 'negative']",30,30
3241,Olivibacter,Olivibacter jilunii,"['no', 'no']","['negative', 'negative']",30,29
3242,Olivibacter,Olivibacter composti,no,negative,30,30
3243,Olivibacter,Olivibacter domesticus,no,negative,30-37,25.5
3244,Olivibacter,Olivibacter sitiensis,no,negative,05-45,30
3245,Pedobacter,Pedobacter humicola,,,,
3246,Pedobacter,Pedobacter lotistagni,,,,
3247,Pedobacter,Pedobacter trunci,,,,
3248,Pedobacter,Pedobacter daejeonensis,,,,
3249,Pedobacter,Pedobacter edaphicus,,,,
3250,Pedobacter,Pedobacter glacialis,,,,
3251,Pedobacter,Pedobacter ureilyticus,,,,
3252,Pedobacter,Pedobacter bambusae,,,,
3253,Pedobacter,Pedobacter seoulensis,,,,
3254,Pedobacter,Pedobacter jejuensis,,,,
3255,Pedobacter,Pedobacter pituitosus,,,,
3256,Pedobacter,Pedobacter sp.,,,,
3257,Pedobacter,Pedobacter jeongneungensis,,,,
3258,Pedobacter,Pedobacter sp.,,,,
3259,Pedobacter,Pedobacter sp.,,,,
3260,Pedobacter,Pedobacter sp.,,,,
3261,Pedobacter,Pedobacter sp.,,,,
3262,Pedobacter,Pedobacter sp.,,,,
3263,Pedobacter,Pedobacter sp.,,,,
3264,Pedobacter,Pedobacter sp.,,,,
3265,Pedobacter,Pedobacter sp.,,,,
3266,Pedobacter,Pedobacter sp.,,,,
3267,Pedobacter,Pedobacter sp.,,,,
3268,Pedobacter,Pedobacter yulinensis,no,negative,30,30
3269,Pedobacter,Pedobacter chitinilyticus,yes,negative,4-40,28
3270,Pedobacter,Pedobacter solisilvae,no,negative,25-30,28
3271,Pedobacter,Pedobacter mongoliensis,"['yes', 'yes']","['negative', 'negative']",28,28
3272,Pedobacter,Pedobacter agrisoli,no,negative,30,30
3273,Pedobacter,Pedobacter quisquiliarum,no,negative,20-37,30
3274,Pedobacter,Pedobacter sp.,,,,
3275,Pedobacter,Pedobacter sp.,,,,
3276,Pedobacter,Pedobacter kyonggii,no,negative,30,10-28
3277,Pedobacter,Pedobacter humi,no,negative,4-33,24-28
3278,Pedobacter,Pedobacter psychrophilus,no,negative,35,20
3279,Pedobacter,Pedobacter zeae,no,negative,28,30
3280,Pedobacter,Pedobacter koreensis,yes,negative,30,25
3281,Pedobacter,Pedobacter terricola,['no'],"['negative', 'negative']",25,25
3282,Pedobacter,Pedobacter lentus,['no'],"['negative', 'negative']",25,25
3283,Pedobacter,Pedobacter panaciterrae,"['no', 'no']","['negative', 'negative']",25,25
3284,Pedobacter,Pedobacter aquatilis,no,negative,28,25-28
3285,Pedobacter,Pedobacter sandarakinus,['no'],"['negative', 'negative']",30,30
3286,Pedobacter,Pedobacter roseus,no,negative,30,25-30
3287,Pedobacter,Pedobacter himalayensis,no,negative,22,22
3288,Pedobacter,Pedobacter ginsenosidimutans,no,negative,30,27.5
3289,Pedobacter,Pedobacter ginsengiterrae,yes,negative,30,28
3290,Pedobacter,Pedobacter arcticus,yes,negative,4-25,18
3291,Pedobacter,Pedobacter boryungensis,"['no', 'no']","['negative', 'negative']",30,30
3292,Pedobacter,Pedobacter daechungensis,"['no', 'no']","['negative', 'negative']",30,30
3293,Pedobacter,Pedobacter lycopersici,,negative,4-35,28-30
3294,Pedobacter,Pedobacter vanadiisoli,"['no', 'no']","['negative', 'negative']",28,28
3295,Pedobacter,Pedobacter lusitanus,no,negative,4-30,18-30
3296,Pedobacter,Pedobacter petrophilus,,,,
3297,Pedobacter,Pedobacter mendelii,,,,
3298,Pedobacter,Pedobacter lithocola,,,,
3299,Pedobacter,Pedobacter jamesrossensis,"['no', 'no', 'no', 'no']","['negative', 'negative', 'negative', 'negative']",35,20
3300,Pedobacter,Pedobacter psychrotolerans,no,negative,28,10
3301,Pedobacter,Pedobacter glucosidilyticus,,,,
3302,Pedobacter,Pedobacter agri,,,,
3303,Pedobacter,Pedobacter sp.,,,,
3304,Pedobacter,Pedobacter sp.,,,,
3305,Pedobacter,Pedobacter sp.,,,,
3306,Pedobacter,Pedobacter sp.,,,,
3307,Pedobacter,Pedobacter sp.,,,,
3308,Pedobacter,Pedobacter sp.,,,,
3309,Pedobacter,Pedobacter sp.,,,,
3310,Pedobacter,Pedobacter sp.,,,,
3311,Pedobacter,Pedobacter sp.,,,,
3312,Pedobacter,Pedobacter rhizosphaerae,,,,
3313,Pedobacter,Pedobacter soli,,,,
3314,Pedobacter,Pedobacter nutrimenti,,,,
3315,Pedobacter,Pedobacter sp.,,,25,
3316,Pedobacter,Pedobacter sp.,,,25,
3317,Pedobacter,Pedobacter sp.,,,25,
3318,Pedobacter,Pedobacter sp.,,,,
3319,Pedobacter,Pedobacter sp.,,,,
3320,Pedobacter,Pedobacter sp.,,,,
3321,Pedobacter,Pedobacter antarcticus,,,,
3322,Pedobacter,Pedobacter antarcticus,,,,
3323,Pedobacter,Pedobacter glucosidilyticus,no,negative,15-37,30
3324,Pedobacter,Pedobacter agri,,"['negative', 'negative']",25,25
3325,Pedobacter,Pedobacter borealis,no,negative,04-30,17
3326,Pedobacter,Pedobacter nyackensis,no,negative,20,17
3327,Pedobacter,Pedobacter alluvionis,no,negative,04-30,17
3328,Pedobacter,Pedobacter steynii,yes,negative,25,26
3329,Pedobacter,Pedobacter westerhofensis,yes,negative,15,23
3330,Pedobacter,Pedobacter metabolipauper,yes,negative,15,25
3331,Pedobacter,Pedobacter duraquae,yes,negative,15,26
3332,Pedobacter,Pedobacter hartonius,yes,negative,15,14
3333,Pedobacter,Pedobacter insulae,"['no', 'no']","['negative', 'negative']",25,30
3334,Pedobacter,Pedobacter rhizosphaerae,,,,
3335,Pedobacter,Pedobacter soli,,,,
3336,Pedobacter,Pedobacter suwonensis,no,negative,30,34
3337,Pedobacter,Pedobacter terrae,['no'],"['negative', 'negative']",25,25
3338,Pedobacter,Pedobacter caeni,no,negative,30,28
3339,Pedobacter,Pedobacter cryoconitis,,,22,
3340,Pedobacter,Pedobacter sp.,,,,
3341,Pedobacter,Pedobacter sp.,,,,
3342,Pedobacter,Pedobacter africanus,,,25,
3343,Pedobacter,Pedobacter antarcticus,,,30,
3344,Pedobacter,Pedobacter heparinus,,,30,
3345,Pedobacter,Pedobacter mucosus,,,,
3346,Pedobacter,Pedobacter segetis,,,,
3347,Pedobacter,Pedobacter fastidiosus,,,,
3348,Pedobacter,Pedobacter sp.,,,,
3349,Pedobacter,Pedobacter antarcticus,,,,
3350,Pedobacter,Pedobacter lignilitoris,,,,
3351,Pedobacter,Pedobacter alpinus,,,,
3352,Pedobacter,Pedobacter ginsengisoli,,,,
3353,Pedobacter,Pedobacter rivuli,,,,
3354,Pedobacter,Pedobacter frigoris,,,,
3355,Pedobacter,Pedobacter hiemivivus,,,,
3356,Pedobacter,Pedobacter cryotolerans,,,,
3357,Pedobacter,Pedobacter cryophilus,,,,
3358,Pedobacter,Pedobacter frigiditerrae,,,,
3359,Pedobacter,Pedobacter silvilitoris,,,,
3360,Pedobacter,Pedobacter ghigonis,,,,
3361,Pedobacter,Pedobacter ardleyensis,,,,
3362,Pedobacter,Pedobacter frigidisoli,,,,
3363,Pedobacter,Pedobacter kyungheensis,,,,
3364,Pedobacter,Pedobacter schmidteae,,,,
3365,Pedobacter,Pedobacter riviphilus,,,,
3366,Pedobacter,Pedobacter pollutisoli,,,,
3367,Pedobacter,Pedobacter nanyangensis,,,,
3368,Pedobacter,Pedobacter nototheniae,,,,
3369,Pedobacter,Pedobacter foliorum,,,,
3370,Pedobacter,Pedobacter gandavensis,,,,
3371,Pedobacter,Pedobacter endophyticus,,,,
3372,Pedobacter,Pedobacter changchengzhani,,,,
3373,Pedobacter,Pedobacter psychroterrae,,,,
3374,Pedobacter,Pedobacter psychrodurus,,,,
3375,Pedobacter,Pedobacter polaris,,,,
3376,Pedobacter,Pedobacter aquicola,,,,
3377,Pedobacter,Pedobacter planticolens,,,,
3378,Pedobacter,Pedobacter xinjiangensis,,,,
3379,Pedobacter,Pedobacter chinensis,no,negative,4-37,28
3380,Pedobacter,Pedobacter puniceum,,negative,15-37,30
3381,Pedobacter,Pedobacter helvus,no,negative,10-37,28-30
3382,Pedobacter,Pedobacter miscanthi,no,negative,,
3383,Pedobacter,Pedobacter indicus,no,negative,15-40,28
3384,Pedobacter,Pedobacter antarcticus,,,,
3385,Pseudopedobacter,Pseudopedobacter beijingensis,,,,
3386,Pseudopedobacter,Pseudopedobacter saltans,,,25,
3387,Solitalea,Solitalea longa,yes,negative,20,20
3388,Solitalea,Solitalea koreensis,yes,negative,10-35,29
3389,Solitalea,Solitalea canadensis,,,25,
3390,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3391,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3392,Sphingobacterium,Sphingobacterium ginsenosidimutans,,,,
3393,Sphingobacterium,Sphingobacterium haloxyli,no,negative,20-42,28-30
3394,Sphingobacterium,Sphingobacterium solani,no,negative,30,30
3395,Sphingobacterium,Sphingobacterium bovisgrunnientis,no,negative,30,37
3396,Sphingobacterium,Sphingobacterium terrae,no,negative,30,25-35
3397,Sphingobacterium,Sphingobacterium tabacisoli,"['no', 'no']","['negative', 'negative']",28,30
3398,Sphingobacterium,Sphingobacterium humi,no,negative,30,
3399,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3400,Sphingobacterium,Sphingobacterium multivorum,,,,
3401,Sphingobacterium,Sphingobacterium multivorum,,,,
3402,Sphingobacterium,Sphingobacterium composti,['no'],['negative'],30,
3403,Sphingobacterium,Sphingobacterium multivorum,,,,
3404,Sphingobacterium,Sphingobacterium multivorum,,,,
3405,Sphingobacterium,Sphingobacterium multivorum,,,,
3406,Sphingobacterium,Sphingobacterium multivorum,,,,
3407,Sphingobacterium,Sphingobacterium hotanense,,,,
3408,Sphingobacterium,Sphingobacterium multivorum,,,,
3409,Sphingobacterium,Sphingobacterium mizutaii,,,,
3410,Sphingobacterium,Sphingobacterium thalpophilum,,,,
3411,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3412,Sphingobacterium,Sphingobacterium multivorum,,,,
3413,Sphingobacterium,Sphingobacterium multivorum,,,,
3414,Sphingobacterium,Sphingobacterium multivorum,,,,
3415,Sphingobacterium,Sphingobacterium multivorum,,,,
3416,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3417,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3418,Sphingobacterium,Sphingobacterium mizutaii,,,,
3419,Sphingobacterium,Sphingobacterium thalpophilum,,,,
3420,Sphingobacterium,Sphingobacterium thalpophilum,,,,
3421,Sphingobacterium,Sphingobacterium multivorum,,,,
3422,Sphingobacterium,Sphingobacterium multivorum,,,,
3423,Sphingobacterium,Sphingobacterium multivorum,,,,
3424,Sphingobacterium,Sphingobacterium multivorum,,,,
3425,Sphingobacterium,Sphingobacterium griseoflavum,"['no', 'no']","['negative', 'negative']",37,30
3426,Sphingobacterium,Sphingobacterium corticis,"['no', 'no']","['negative', 'negative']",28,25
3427,Sphingobacterium,Sphingobacterium populi,"['no', 'no']","['negative', 'negative']",28,28-30
3428,Sphingobacterium,Sphingobacterium alkalisoli,no,negative,30,30
3429,Sphingobacterium,Sphingobacterium rhinocerotis,,,,
3430,Sphingobacterium,Sphingobacterium soli,no,negative,28,30
3431,Sphingobacterium,Sphingobacterium sp.,,,,
3432,Sphingobacterium,Sphingobacterium zeae,no,negative,28,
3433,Sphingobacterium,Sphingobacterium lactis,,,,
3434,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3435,Sphingobacterium,Sphingobacterium multivorum,,,,
3436,Sphingobacterium,Sphingobacterium multivorum,,,,
3437,Sphingobacterium,Sphingobacterium multivorum,,,,
3438,Sphingobacterium,Sphingobacterium multivorum,,,,
3439,Sphingobacterium,Sphingobacterium daejeonense,['no'],['negative'],30,
3440,Sphingobacterium,Sphingobacterium multivorum,,,,
3441,Sphingobacterium,Sphingobacterium multivorum,,,,
3442,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3443,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3444,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3445,Sphingobacterium,Sphingobacterium multivorum,,,,
3446,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3447,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3448,Sphingobacterium,Sphingobacterium multivorum,,,,
3449,Sphingobacterium,Sphingobacterium thalpophilum,,,,
3450,Sphingobacterium,Sphingobacterium spiritivorum,,,,
3451,Sphingobacterium,Sphingobacterium multivorum,,,,
3452,Sphingobacterium,Sphingobacterium anhuiense,"['no', 'no']","['negative', 'negative']",25-30,25-30
3453,Sphingobacterium,Sphingobacterium kitahiroshimense,no,negative,25,37
3454,Sphingobacterium,Sphingobacterium siyangense,no,negative,30,33.5
3455,Sphingobacterium,Sphingobacterium changzhouense,no,negative,10-40,27.5
3456,Sphingobacterium,Sphingobacterium caeni,no,negative,10-40,32.5
3457,Sphingobacterium,Sphingobacterium cladoniae,"['no', 'no']","['negative', 'negative']",25-30,27.5
3458,Sphingobacterium,Sphingobacterium detergens,no,negative,15-37,33.5
3459,Sphingobacterium,Sphingobacterium hotanense,no,negative,20-45,37
3460,Sphingobacterium,Sphingobacterium kyonggiense,no,negative,30,30
3461,Sphingobacterium,Sphingobacterium shayense,no,negative,10-40,30-37
3462,Sphingobacterium,Sphingobacterium cibi,,,,
3463,Sphingobacterium,Sphingobacterium chuzhouense,"['no', 'no']","['negative', 'negative']",30,30
3464,Sphingobacterium,Sphingobacterium jejuense,no,negative,30,30
3465,Sphingobacterium,Sphingobacterium thermophilum,"['no', 'no', 'no']","['negative', 'negative', 'negative']",45,42.5
3466,Sphingobacterium,Sphingobacterium cellulitidis,no,negative,37,28-37
3467,Sphingobacterium,Sphingobacterium sp.,,,,
3468,Sphingobacterium,Sphingobacterium yanglingense,,,28,
3469,Sphingobacterium,Sphingobacterium psychroaquaticum,yes,negative,05-35,
3470,Sphingobacterium,Sphingobacterium sp.,,,,
3471,Sphingobacterium,Sphingobacterium multivorum,,,,
3472,Sphingobacterium,Sphingobacterium multivorum,,,,
3473,Sphingobacterium,Sphingobacterium multivorum,,,30,
3474,Sphingobacterium,Sphingobacterium spiritivorum,,,30,
3475,Sphingobacterium,Sphingobacterium nematocida,no,negative,28,
3476,Sphingobacterium,Sphingobacterium lactis,no,negative,10-41,
