"","species","antibiotics","lincomycin","novobiocin","kanamycin","ampicillin","gentamicin","neomycin","streptomycin","chloramphenicol","rifampicin","polymyxin.b","erythromycin","bacitracin","penicillin","tetracycline","aztreonam","cefalotin","cefazolin","cefotaxime","fosfomycin","imipenem","linezolid","mezlocillin","moxifloxacin","nitrofurantoin","norfloxacin","nystatin","ofloxacin","oxacillin","penicillin.g","pipemidic.acid","ticarcillin","tunicamycin","actinomycin.d","sodium.dodecyl.sulfate","vancomycin","sodium.chloride","colistin","carbenicillin","ceftriaxone","clarithromycin","cefotaxime.sodium","tobramycin","spectinomycin","amikacin","nalidixic.acid","cycloheximide","trimethoprim","sulfamethoxazole","minocycline","cephradine","cephalexin","cefuroxime","cefoperazone","ceftazidime","oleandomycin","cephalothin","acetylspiramycin","ciprofloxacin","oxytetracycline","furazolidone","midecamycin","doxycycline","piperacillin","clindamycin","enrofloxacin","cefixime","meropenem","levofloxacin","amoxicillin","clavulanic.acid","cefoxitin","cefepime","co.trimoxazole","spiramycin.II","family","order","class","phylum","domain","NCBI.tax.ID","motility","gram.stain","growth","genus","oxygen.tolerance","PH.range","GC.content","Total.samples","soil.counts","aquatic.counts","plant.counts","optimum","n16","div","gc_percent","genome_components","chromosomes","total_seq_length","genes_nc","genes_coding","pseudogenes","total_genes"
"37","Acidiphilium multivorum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acetobacteraceae","Rhodospirillales","Alphaproteobacteria","Pseudomonadota","Bacteria","926570.0",NA,NA,"30.0","Acidiphilium",NA,NA,1468.25,2388,382,592,560,1,2,0.693147180559945,66.5,7.5,7.5,4318592,76,3921,124,4121
"38","Acidipropionibacterium acidipropionici","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Propionibacteriaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","1111734.0",NA,NA,"30.0","Acidipropionibacterium","anaerobe",NA,705.333333333333,652,394.5,560.5,376,1,4.14285714285714,1.19654352212531,68.5,1.14285714285714,1.14285714285714,3647146.85714286,69.7142857142857,3237.28571428571,84,3391
"39","Acidipropionibacterium jensenii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Propionibacteriaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","1122997.0",NA,NA,"32.333333333333336","Acidipropionibacterium","anaerobe",NA,1423.2,720.6,177,689.4,351.4,1,3.25,0.140583786154702,68.5,1,1,3064342.25,63,2582.75,93.75,2739.5
"40","Acidipropionibacterium virtanenii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Propionibacteriaceae","Propionibacteriales","Actinomycetes","Actinomycetota","Bacteria","2057246.0",NA,"positive","34.0","Acidipropionibacterium","anaerobe","alkaliphile",1515,1,1,1,1,1,3,0.636514168294813,68,1,1,3432872,64,3031,66,3161
"41","Acidisarcina polymorpha","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidobacteriaceae","Acidobacteriales","Acidobacteriia","Acidobacteriota","Bacteria","2211140.0",NA,NA,NA,"Acidisarcina",NA,NA,1,1,1,1,1,1,1,0,56.5,5,5,7600726,56,6088,133,6277
"42","Acidithiobacillus caldus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","33059.0",NA,NA,NA,"Acidithiobacillus",NA,NA,1225,291.5,284.5,896,171.5,1,2,0,60.8333333333333,4,4,3058216.66666667,57.3333333333333,2935.33333333333,89.6666666666667,3082.33333333333
"43","Acidithiobacillus ferridurans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","1232575.0",NA,"negative","29.666666666666668","Acidithiobacillus","facultative anaerobe","acidophile",1041,3053,973,1584,1,1,2,0,58,1,1,2921399,56,2910,69,3035
"44","Acidithiobacillus ferriphilus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","1689834.0","yes","negative",NA,"Acidithiobacillus","facultative anaerobe","acidophile",1017,2887,176,1209,434,78,2,0,56.5,2,2,2539320,57,2445,46,2548
"45","Acidithiobacillus ferrivorans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","160808.0",NA,NA,"30.0","Acidithiobacillus",NA,NA,972,1444,88.5,605,217.5,1,2,1.03972077083992,56.5,1,1,3184466,57,3081,51,3189
"46","Acidithiobacillus ferrooxidans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","1232575.0",NA,NA,"29.0","Acidithiobacillus",NA,NA,365.571428571429,1685.64285714286,178,770.785714285714,262.857142857143,1,2,0.924196240746593,58.5,2.33333333333333,2.33333333333333,3141257.5,62.6666666666667,3081,61.6666666666667,3205.33333333333
"47","Acidithiobacillus thiooxidans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidithiobacillaceae","Acidithiobacillales","Acidithiobacillia","Pseudomonadota","Bacteria","930.0",NA,NA,"26.666666666666668","Acidithiobacillus",NA,NA,514.7,177.8,120.2,52.6,22,1,2,0,53,1,1,3415726,86,3434,64,3584
"48","Acidobacterium capsulatum","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidobacteriaceae","Acidobacteriales","Acidobacteriia","Acidobacteriota","Bacteria","240015.0",NA,NA,"30.0","Acidobacterium",NA,"acidophile",558.5,286,390.5,886.5,326,1,1,0,60,1,1,4127356,53,3313,20,3386
"49","Acidothermus cellulolyticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Acidothermaceae","Acidothermales","Actinomycetes","Actinomycetota","Bacteria",NA,NA,NA,NA,"Acidothermus",NA,"acidophile",718,1652.5,577,302,375.5,66,1,0,66.5,1,1,2443540,51,2118,37,2206
"50","Acidovorax antarcticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","2743470.0",NA,NA,NA,"Acidovorax",NA,NA,1,1,1,1,1,1,9,7.48661147857732,66,3,3,5025439,114,4455,73,4642
"51","Acidovorax avenae","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","643561.0",NA,NA,"26.666666666666668","Acidovorax",NA,NA,115.142857142857,170.642857142857,27.7142857142857,14.0714285714286,2.71428571428571,1,3,0.636514168294813,68.5,1,1,5482170,64,4765,42,4871
"52","Acidovorax carolinensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","553814.0",NA,NA,NA,"Acidovorax",NA,NA,1,2145,783,859,609,1,4,1.03972077083992,63.75,3,3,4362754.25,69.25,3837,235.75,4142
"53","Acidovorax citrulli","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","80869.0",NA,NA,"26.5","Acidovorax",NA,NA,1,951,150.6,74.2,10.6,1,3,0.0795642710368516,68.5,1.25,1.25,5063170.875,64.375,4486,109.5,4659.875
"54","Acidovorax monticola","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","1926868.0",NA,NA,NA,"Acidovorax",NA,NA,1,1,1,1,1,1,3,1.27302833658963,68.5,1,1,4679990,65,3854,604,4523
"55","Acidovorax radicis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Comamonadaceae","Burkholderiales","Betaproteobacteria","Pseudomonadota","Bacteria","999386.0","yes","negative","29.0","Acidovorax","aerobe","alkaliphile",1338,2145,783,859,609,1,4,0,63,1,1,4995154,71,4420,76,4567
"56","Acinetobacter baumannii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","470.0",NA,NA,"30.0","Acinetobacter","aerobe",NA,6.32608695652174,1.84782608695652,28.3695652173913,25.9565217391304,17.1739130434783,1,5.97955010224949,2.14314916148692,38.8282208588957,2.56850715746421,2.56850715746421,4048405.55828221,95.2229038854806,3720.74028629857,98.0204498977505,3913.9836400818
"57","Acinetobacter baylyi","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1120924.0",NA,NA,"30.0","Acinetobacter","aerobe",NA,1,250.5,373.25,431,114.75,1,7,0.13670543942947,40,1.66666666666667,1.66666666666667,3611801.66666667,100.333333333333,3221.33333333333,45.6666666666667,3367.33333333333
"58","Acinetobacter bereziniae","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","981324.0","no","negative","30.0","Acinetobacter","aerobe",NA,1,479.923076923077,165,110.076923076923,78.6153846153846,1,7,2.64761299513355,38,1.66666666666667,1.66666666666667,4662562,106,4211,66.6666666666667,4383.66666666667
"59","Acinetobacter bouvetii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1120925.0",NA,NA,"30.0","Acinetobacter","aerobe",NA,1,1,1,1,1,1,7,0,45,1,1,3399245,112,3065,46,3223
"60","Acinetobacter calcoaceticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","471.0",NA,NA,"30.0","Acinetobacter","aerobe",NA,89.2222222222222,783.5,466.5,71,265.777777777778,1,6,3.33415294561065,38.5,1.2,1.2,3974847.4,93.4,3618.6,56.6,3768.6
"61","Acinetobacter chinensis","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","2004650.0",NA,NA,NA,"Acinetobacter",NA,NA,1,1,1,1,1,1,7,0,42,8,8,3737289,108,3442,54,3604
"62","Acinetobacter colistiniresistens","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","280145.0","no","negative","34.5","Acinetobacter","aerobe",NA,459,1,1,1,1,1,6,2.70336725319783,41,4,4,3889396,99,3491,154,3744
"63","Acinetobacter cumulans","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","2136182.0",NA,NA,NA,"Acinetobacter",NA,NA,1,1,1,1,1,1,7,0,40,10,10,3710871,122,3313,80,3515
"64","Acinetobacter defluvii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1871111.0","no","negative","30.0","Acinetobacter","obligate aerobe","alkaliphile",311,1,1,1,1,1,7,0,38,9,9,3812268,103,3523,91,3717
"65","Acinetobacter dispersus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1217702.0",NA,"negative","30.0","Acinetobacter","aerobe",NA,253.5,1,1,1,1,1,6,0,40.5,1,1,4024840,97,3611,56,3764
"66","Acinetobacter equi","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1324350.0","no","negative","39.0","Acinetobacter","aerobe",NA,186,2894,2,507,487,1,7,0,34.5,1,1,3054269,112,2745,57,2914
"67","Acinetobacter guillouiae","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1217655.0","no","negative","30.0","Acinetobacter","aerobe",NA,41.2,327.1,112.3,71.4,53.2,1,7,1.79480876575577,38,1,1,4648418,107,4169,40,4316
"68","Acinetobacter gyllenbergii","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1217658.0","no","negative","30.0","Acinetobacter","aerobe",NA,1,1,1,1,1,1,6,0,41,1,1,4091186,97,3682,52,3831
"69","Acinetobacter haemolyticus","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Moraxellaceae","Pseudomonadales","Gammaproteobacteria","Pseudomonadota","Bacteria","1217659.0",NA,NA,"29.0","Acinetobacter","aerobe",NA,30.5555555555556,1,1,1,1,1,6,10.2979397606555,39.4230769230769,4,4,3591004.92307692,92.9230769230769,3215.30769230769,139.923076923077,3448.15384615385
